id ,review,address,,
60225,It had rained heavily the night before our arrival which meant that it was very slippery inside the lava tunnel and water was dripping constantly which also formed puddles throughout the path.It is also very dark.  There are some lights but not enough to clearly see the terrain below you.  We got to the 300km marker and decided to turn back because we were trying to avoid twisting our ankles.  The lava flow creates interesting striations and grooves which does not result in an easy stroll through the tunnel.The walk may be less treacherous if the tunnel was dry but this is one attraction that should not be attempted by people with mobility issues.The one good thing is that there is a nice gift shop on the grounds which also serves snacks.  Clean bathrooms.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60226,This place is a gorgeous volcanic cave which has been presented beautifully. It is not too long in length and not a difficult walk.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60227,It was an interesting visit but make sure you are able to walk two kilometers in dim lighting and on uneven flooring which can be wet and slippery. Wear comfortable shoes.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60228,great place to visit if you are into nature. amazing long stretch of lava tube but only about 1 km is open to public. nice park before the entrance to the cave. very good information centre on how the structure is formed.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60229,"Really enjoyable walk through the dark and luminous cave created by the eruption of Halla. It will take a decent time and is right next to a maze filled with cats!Unfortunately there isn't convenient bus transport as you have to walk about 30 minutes from the bus stop but if you're relatively fit, it will be no problem (aside from your friends nagging you how long till you get there).",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60230,"We visited this site at early morning in Autumn. It was definitely cold inside. The cave was well-maintained with adequate safety gadget. We saw quite a number of Korean family brought their toddlers and kids in. However, for those who does not enjoy geographic scene, you may skip this.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60231,Nice walk inside the huge lava cave since it's cool and you won't really feel the 1-km walk inside but wait until you realize that you have to walk another kilometer back! hehe... It was nice seeing the different lava rock formations but be careful since most of the floor is wet and ragged so you have to pay attention to where you are stepping.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60232,First time visiting a lava cave. It was nice and enjoyable as a couple hiking in the cave. There isnt much and just an experience and a place to spend some time. Go only if you have extra time on your hands.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60233,"From Jeju city it s quite easy to reach by car. I had rented a car so no problems with public transportation or finding cabs.Going to the caves with a cab won t be the problem. Unless you have instructed your driver to stay, you will get a problem to find a taxi.The cave can be a bit wet and slippery, so don t go there thinking you are going to the beach. Dress accordingly is the advice.I found it quite interesting and definitely a must see when you are staying in Jeju.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60234,The overall walk was 1km ending with a 7.6m lava column that was quite an anti climax at the end of the walk across slippery and jaggedy grounds.I was bored.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60235,"This is quite an interesting place to visit. Do remember it's a long lava tube cave.Take note:1) Stairs to the cave can be steep.2) The floor of the cave is in its natural form. It's wet, slippery, jagged and uneven. There are large puddles everywhere so watch where you step.3) When we went, there isn't really any special colorful lighting in it. It was quite dim. We used our cellphone as our flashlight in some of the darker and very uneven floor areas.4) It's cold so wear some warm clothing. There may be water dripping from the ceiling as well. Overall we enjoyed the lava cave.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60236,Didn't expect the lava cave to be that long. But it was an interesting experience. Wear waterproof non-slip shoes as the floor is always wet.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60237,"Approximately 2km walk all the way in then back out. Cooling inside the cave. If I were to go again, I would bring a torch so I can take better pictures and videos inside.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60238,"We only went here to escape from the unrelenting rain, but were glad we went. They've resisted the temptation to over-commercialise or trivialise, so only minimal lighting, natural rock footpath underfoot, no intrusive commentary or redundant health and safety notices. All that allows you just to take in the majesty of the space and lava formations in the hushed atmosphere, reminiscent of a great cathedral. 1km from start to finish then 1km back.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60239,I had been to better more fun and interesting cave. There was no proper pathway and not many lights along the road and thus might be slippery to walk in the uneven rocks in the darkness in most parts of the cave. Due to the absence of lights and also the uneven road (rocks in their natural state) we didn't get rinser much except for some specially stationed rocks. The cave was very very long but only 1km open to tourists and though it's 1km one way and you have to walk another 1km back. Do wear proper shoes and bring along a torch.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60240,"This was part of a day tour. After climbing a mountain and being someone who doesn't exercise, this place was too much for me. Like mentioned in other reviews, this place is dark, the path is naturally uneven with puddles of water from rain and natural water. I came out earlier to enjoy some hot ramen at the convenience stall and didn't regret it.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60241,"We took the public bus here. It took about an hour from Jeju Bus Terminal. We got off at the stop called ""Manjanggul Cave Entrance"". However, it's another 2.5km walk to the cave. There's a very infrequent bus that goes all the way there but you're either going to have to walk (hard in the heat), grab a taxi (regularly around, and I think 3000 krw) or hitchhike! We chose to take a chance and see if someone would stop and give us a lift ( which they did).It's 2000krw entrance fee which is very good value. You get to walk 1 km into the lava tube. It's a bit slippery and wet so wear shoes with a decent grip. The cave is lit enough to see without needing to bring your own torch. There's also information boards throughout the cave.It's lovely and cool in the cave which is an added bonus as it was quite hot outside. I highly recommend a visit to these caves.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60242,"Really great to see and well maintained. Wonderful visit. Went on a rainy day and it was still a pleasant experience. The bus to the cave is very slow and infrequent so you either have to walk or take an expensive taxi which is inconvenient, but otherwise very good",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60243,"I'm from Hawaii, but this cave was very impressive, not to mention a welcome reprieve from the heat and humidity!Walking on wet lava rock is not for the faint-of-heart, so wear a good pair of tennis shoes that can provide some traction, because it is slippery!",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60244,"I really enjoyed my visit here. I've never visit a volcanic cave before but its an very cool place (literally!). The temperature in the cave is much cooler than outside, although be careful, because they keep it quite dark so it can be difficult to walk on without good shoes.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60245,This was an amazing experience. The walk through the lava caves is a very enlightening experience and we had a very good time. Slightly difficult terrain to walk on but nothing too dangerous. On the whole would definitely recommend this attraction when at Jeju.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60246,"This incredible cave flew with lava before. It is typical Jeju world heritage and must visit. The lava flew through all the tunnels and forms interesting geographic features. And another lava melted the roof of the channel and runs down to the first layer of lava. As usual, 2000 for an adult ticket.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60247,"I find walking in this lava cave is interesting as it is so cool inside and surprisingly there is no bad smell as it is rather wet. The cave produces it's on air conditioning as the temperature inside is around 15-17 Celsius. Some areas are well lighted and some are not, proper walking shoes are needed as there are many uneven areas along the path provided. Good experience for the ones who loves outdoor!",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60248,We visited as part of a conference group. It was amazing seeing the size and beauty of the place. It was wet and cold so definitely good shoes and jacket. Well worth a visit.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60249,"The place is nice and well maintained, it was a bit cold down there so i would suggest a light sweater and comfy shoes as the floor was uneven with lava stone and made it hard to walk",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60250,"This lava tube is huge.  The part open to the public is a bit over half a mile in although the entire system is much larger.  The natural formations are fascinating and beautiful in their own way.  The place is ""other worldly"" and so different from life on the surface. Be aware that there are many steps (some steep) down and up.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60251,"The lava tube is different from other lime stone or erupted caves I seen before, this one is very big and the its formation and feature is fantastic.  Try to avoid the high crowd and prepare jacket, poncho and hiking shoes.  We took good camera and tripok to take picture.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60252,"My family visited Manjanggul Cave in late July 2017. It was sizzling, humid day, and Majanggul was the best solution for my tired family. It was cool and refreshing inside. It was quite big and long to explore. we had great fun. One of complaint was that it was quite crowded, but no wonder that everyone wanted to be inside the cave during the hot summer days.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60253,"My husband, 17 month old son, and I visited the caves and had a nice time. It was different from caves I'd seen before because of the lava that formed this one. The walk is 1 km of uneven pathways in dim lighting, but there didn't seem to be a problem for any of the elderly or very young we saw. My husband carried our son on his back in a carrier. Be prepared for the cool air though. We regret not packing light jackets, so we rushed actually rushed through to avoid our son getting sick. We would have loved to examine the structures more. Nice experience overall!",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60254,"very unique cave. the cave's lenght around 1,4 km. You will feel the sensation of cold air while down the cave. Don't forget to wear comfy shoes and jacket.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60255,"If u have  visited any cave in China, anyone of them is much better than this one. Since the one in korea only open a tiny portion to tourists",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60256,"First time to see a lava tube. It was not the most impressive thing to see but it was such an eye opener for me! Learned a lot about this amazing geological formation. Information boards explain well the interesting features in the cave. The entrance fee (KRW 2000) is an absolute bargain. A must see in Jeju! Despite the summer heat, it was very cold inside! Bring a layer!",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60257,"I highly recommend visiting Manjanggul cave while visiting Jeju island. It's a very interesting piece of nature that I was very impressed with. It's basically a lava tube formed from molten lava of volcano that pierced the earth surface and now is a long cave. It's very well maintained and open to public for about 1.5 km walk one way. When you enter the cave, you'll realize it's pretty ""cool"" as well as ""cold"". Definitely recommend bringing a light jacked if visiting during summer hours. Inside, pathway is quite rough to walk, however it's easily doable for adults while if your traveling with kids below 3, this might not be an ideal place to visit. Inside, you'll also find lot of information about the type of volcanic rocks formed that will refresh your high school geography or you might learn new information, if you've had not already. The whole walk can be done in 30-60 minutes.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60258,"I find this cave beautiful as it is made by nature. It is just 1km long, it is good for a short trip. The place is cold, that's why Koreans go here in the summer. If you get bored easily, this place is not for you as the cave doesn't have a variety of rock formations.Furthermore, if you do not like to walk in rocky paths, you may not appreciate this. This place is dimly lit to preserve the cave, so you have to be careful. Overall, a good place to visit if you appreciate nature.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60259,"although it just open 1/3 of area for tourist but there was quite big & long cave actually. slipping & uneven floor sometimes. light setting not bad compared with other country. it was cold esp for you need to take walk over 1hour if you don't do fast pace to finish it. actually, it has 1km. the rock & lava also impressive. good to take time for it.and i reached here at 11am, maybe the sunlight with cool air. i saw some spot light before went inside the cave. that was beautiful.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60260,The lava tube is very interesting to walk around. It can get pretty chilly underground so prepare accordingly.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60261,"In my opinion, there are two world heritage sites that visitors to Jeju must visit. One is Manjanggul Cave and the other one is Seongsan Illchubong. Manjanggul Cave is unique as it was formed by lava movement thousands of years ago. It provides an insight into Jeju's geographical structure. The temperature in the cave could be chilly, so bring a jacket along. Visitors to the cave usually walked for about 2 km to reach the end, where photos with a large stalactite pillar could be taken. Other features in the cave include lava formations that look like elephant feet, turtles and book shelves.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60262,Our first stop on was this place. the driver took a couple of photos and then we entered into the cave. we were thrilled. we took 40 minute to cover the entire tube.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60263,"I didn't know what to expect in a lava tube, and I was totally amazed and intrigued. We decided to make the trip by public transport from Seogwipo for the adventure, and we enjoyed every moment. There are good facilities at the cave entrance - nice toilets, two food outlets and an information centre. Extremely impressive . It is nothing like a limestone cave, and does not have that enclosed feeling. It does require some stairs to be climbed, and the floor is a little uneven and dark, but more cavernous than cave like.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60264,It only costs about $2 to visit (separate from transportation costs).  Very well maintained site but still a rough surface that requires suitable footwear and it can be wet and slippery in some spots; also quite cool.  This is a very impressive channel to walk through and imagine the lava flowing and leaving the characteristic marks and artifacts along it path.  Dim lighting gives a neat eerieness that somehow makes it even more exciting to explore.  Various well constructed boardwalks with built in floor lights improve access.  The entire tour is about 1 km in each direction.  Very interesting experience.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60265,In fact it felt almost chilly as we took the steps down 20 metres into the cavity.  Good for escaping from the summer heat.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60266,We went during the spring festival where we had free entry to the caves.It was really amazing and with lots of details so a guide is not needed and you can enjoy at your own pace.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60267,"It was a little bit difficult to get there. We came by bus and had to walk 2,5 km from the bus stop, but luckily a taxi came by. We paid 4000 won to get from the bus stop to the cave entrance. It was even more of a problem to get out of the area, as all signs are in Korean, so it's impossible to find out how to get around. We decided to go to Jeju City to find a quicker way back to Seogwipo (it took us 1,5 hour to get there). There are only a few taxis coming to Majangul Caves and they charged 30000 won for a trip to Jeju City. We asked some other tourists to share, so 15000 won each. Was it worth it? Well, we liked it. It was a different experience, but interesting to see the lava formations, read the information signs and imagine the flow of the lava in the chilly environment. I'm travelling with a 14 years old teenager and she liked it too.Important: Forget about your flipflops and T-Shirt. Bring your jacket and a good pair of walking shoes.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60268,"You need to bring jacket that day we went even if its summer still cold inside, wear rubber shoes easy for you to walk, though there's not much inside to see, young kids will not enjoy for sure they will just be tired walking very long cave.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60269,"It is such a beautiful place to go! The scenery inside the cave is breathtaking and it is unbelievable for such a view. It is a bit cold and dark tho, but it has light installed along the pathway. A very nice place!",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60270,"It's a lava cave, national herritage. Nothing special in there, it was dark and only rocks along the way. You need to be careful because the floor was wet and slippery.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60271,History behind very interestingGood to see onceShort visitWay of making the visit more attractive,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60272,The cave is really cold and I love it. It's really good. And daddy put me on his shoulders. I was kind of scared. If you bring your kids to Jeju it will be lots of fun. It kind of looks like a mystery to me. The lava shapes are good and look like they are made by people. But they are really made by nature. I can't believe my eyes. The end. Done.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60273,First of all the cave is not accessible by public transportation. We got dropped off the main road by public bus but it is still a long way in by foot.  My expectation was we will be dropped very close to it but it wasn't. The cave was ok.  Nothing special.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60274,This lava tube is different from a cave. it is as big as the new york subway in headroom and width. runs for 7 over km but tourist are allowed to see over 1 km in a safe environment. The ground is most and uneven in some locations so wear comfortable hiking shoes. Entrance is very reasonable for this UNESCO world heritage site!,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60275,"While it is not spectacular like other caves around the world that are open to tourists, they are worth visiting due to their geographical nature.They are easy for families to visit, no bending over or crawling necessary.The temperature inside stays around 16-18c all year round. It is always damp, and most areas are dimly lit.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60276,"It is a must visit place and I enjoyed it though I didn't spend as much time as I wanted.  It is damp and so a jacket is needed to keep you warm.  The ground is unlevel so walking with a good pair of grip shoes is a must as some parts are wet.I have been to the Shenandoh Caves in Virginia and though I must say it is more 'commercialised', I prefer the concept they have where you are brough down to the caves by their own 'cave guides'.  The guides would point out more interesting rock formations and though we did have our own personal guides, I think the ones by the cave operators would make it more interesting.It needs to be better lit as certain parts were very dark and there are minimal hand rails.  When we were in the Shenandoh Caves, the elderly were always upfront so that the other visitors could help them or watch out for them (mind you we were not from one tour group but individual members visting the cave) and one of them actually fell despite that.  That came to mind when I was in the caves too, that there was little light, a little brighter would have been ideal.  It was brighter lit nearer the entrance but not as you proceed further in.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60277,"The experience was exactly like what I read from reviews and so I'll just focus on key things.-If for youngsters,  no issues.-For people not used to visiting caves-*wear shoes that don't slip*bring a torch if darkness is a concern *wear a light jacket- there are unexpected water drops, huge temperature difference with outside -Using mobile phones, not easy to take good photos. What you see is better than what is captured by phones. Online photos look so much better than what we saw.-Flowers outside the cave are lovely. Good photo taking spots.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60278,"This attraction is one of the three UNESCO World Heritage sites on Jeju Island. We drove here in our rental car from Seongsan without any navigational issues. Admission fee of –2000 was lifted in the month of April so there was free entry. Parking, free at all times, is plentiful in the area. The climb down into the cave entrance is via a large stairway and the surroundings get dimmer as you venture deeper. Only 1 km of this vast network of tunnels is open for public viewing. Take a walk through the cathedral-like cave to view spectacular rock formations, and weird and wonderful shapes of the stalagmites and stalactites, all formed from volcanic lava activity. These are not like the usual delicate works in limestone caves, but more rugged and robust. There are heaps of notices along the way which provides all the geographical descriptions and technical details for those who love the information overload. Conditions in the cave can be a little damp and cool, so watch your step and bring a jumper!",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60279,"I'll start by saying I love caves, they've always fascinated me and this one doesn't disappoint. The Cave is a couple thousand year old lava tube with a really neat walking path through it. The tube itself is 7 km long, but the tourist portion is 1 km in length. The cave itself is a bit dark, but it also sets the mood of the cave. I went in the summer and the cave was at least 5 degrees C cooler than the outside and had some condensation (closed toed shoes a must). The only downside would be the crowds, but still didn't take too much away from the experience. Very much recommended if you visit Jeju Island!",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60280,This is a bit of a must see in Jeju. Its a walk underground in a lava tube obviously created by a volcano. The tunnel has some nice features but the payoff is at the end as there is a big lava colomn. Also if it's a hot day it's really refreshing as it is quite cold down there. A jacket or vest is recommended. The way is lit by lights but all in all a flashlight comes in handy but the one on your smartphone will do. The floor is very uneven so people who aren't that nimble might have problems. Finally there are bats in the cave who probably won't bother you but make the place a tad creepy as you sometimes see their shadow. Getting there with public transportation is hard drive or get a taxi. However the grey ones are cheaper than the black ones.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60281,"I enjoyed my visit to Manjanggul cave, however it was not my favorite place in jeju. What i liked was that they had signs and explanations for everything in English so you could learn on how it was formed. It is a little cold down in the cave, wear a jacket and comfortable shoes.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60282,"Bring your jackets, better to be water proof! Cave temperature is around 10 plus degree or lower. Also ground is uneven so wear good shoes and walk slowly. But overall fascinating to see how geography works",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60283,"It's pretty difficult using public transportation in Jeju to getting around expect using car. But this one is ok because there is bus stop in the highway, but you need to take a taxi or walking 3km from bus stop to get this place",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60284,"Nice place for a stroll, we had to turn around because our 6mth old got fussy, but we definitely enjoyed our visit. A little chilly inside the tunnel so bring a light jacket.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60285,It was almost 1.5 hrs drive from our hotel but was worth it. It's the only 1 of the 8 caves (I think 8) that is open to public . Amazed by how mother nature ends up creating such beautiful sites . You can keep walking for almost a km in the cave where lava used to flow when volcano erupted . It has some signs describing the various locations. Tip: wear shoes and take a jacket if travelling with kids as it gets really cold inside,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60286,It was my first time walking through a lava cave which was an enjoyable experience. I appreciated the natural formation of the tubes and to think that lava once flowed through was exciting. Others might think it's just a cave and the first few meters is the same throughout which is fair enough but I loved it.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60287,"I think we paid KRW2,000 per adult for entry. Walked the lava tube where the temperature dropped by a few degrees. It was raining that day, so it was a good hideout from the downpour. The walk was rather long but many things to see along the way. Remember to wear good waking shoes tho! It can get slippery.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60288,This is a natural cave and you have to walk down a stair at the entrance. It is dark inside the cave and be aware of your step as the stone on the floor are not plain. Better bring a jacket with you as the temperature inside is around 10-degree celsius only.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60289,Fun walk through the lava tubes. We did this as part of an east side tour that included a beach and Sunrise Point and an English speaking guide,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60290,I went on a group tour around Korea last year and one of my highlights was seeing the lava tubes at Jeju. You might think a cave is just a dark place with little to no visual interest but this Unesco site is really cool because you're actually inside a tunnel formed by volcano pressure. There are lights that guide your way and handlebars so you don't slip. If you're into nature and on this island it's a must see because there are some extraordinary natural feats you observe and experience first hand as you explore these tunnels. It's very interactive.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60291,UNESCO recognised scenic spot! Most of the part looks more or less similar and the best part is at the last! Better save time for the last part and beware of the slippery floor.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60292,This was really excelent place and experience to walk in former lava tunnel. Just imagine thousands of years before here flew lava ...,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60293,It is attraction. You can see a lot of caves everywhere but not such long and big. It has safety signs inside.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60294,"About 1 kilometer of the lava tube  is open to walk through. You descend a long staircase into the cave. You will be walking on the old lave flow, so the floor is uneven & pitted, and full of puddles. There is dim lighting, so you really need to bring your own flashlight to see where you are stepping. The wall are fairly smooth & rounded, you will only be seeing a few small formations. If you are a nature geek (like me) you will enjoy this. If you want  lots of stalactites & large formations, this is not for you.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60295,"The site was the best part of an all day trip covering the eastern end of Jeju Island. Such places are always fascinating. As soon as you enter, the temperature drops to the lower double digits C.There is a one kilometer stretch you can walk. I like that it has not been jazzed up with a rainbow of colours. The floor is naturally uneven with some sectors covered in wood. The cave is 18 meters as its widest and  23 meters as its tallest. At the far end is located the world tallest lava column at 7.6 meters. When you appreciate the force of Mother Nature to cause such formations, it only adds to the visit.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60296,"Viewing of lavas in the cave was interesting.  But having been to other caves in other countries, like the Postjna Cave ins Slovenia, this place is rather boring.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60297,Really cool and Interesting lava tube under the ground of Jeju island. It shows a lot of cool facts about how it happen and also how the island is formed like it is today. The attraction is both on English and Korean. The test is easy to under stand on the sign and pictures there are. Remember to bring some good walking/waterproof shoes or boots because there are water every were and the terrain is uneven because of the lava it self.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60298,"The bus ride from the bus terminal is near an hour and the bus stop you alight at looks like a bus stop in the middle of a highway. From the bus stop, walk 2km to Manjanggul cave. It's a very long walk and not if you are on a solo trip (my mistake as i thought there would be shops and things to see along the way!) as it can get quite scary. Cave is very dark, not well-lit, cold and vey wet. The floor and stairs/steps are very uneven with puddles of water so will suggest covered shoes. Will need a jacket or shawl as the cave gets colder as you walk further in. The lava/cave formation is amazing but I couldn't properly enjoy the sights as I have to keep watching out for puddles of water and the uneven floor to avoid tripping.Will only suggest this if you like to see lava formations, have a group of friends to go with and have transportation to bring you to and fro.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60299,"The cave and formation is very unique. Must go and it's not expensive. Only 2000 won per adultAs for transportation, we took bus 701 and waiting for bus 990. Note that bus 990 is not very frequent and be prepared to walk 2.5km. It's quite a pleasant walk though. So take note.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60300,Down steep stairs and into the lava tubes.You can go in a long way or a little way.I enjoyed this unusual experience.I did not like the fact that it was wet and surface uneven so difficult even with good walking shoes.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60301,I loved this cave! 2 km in and out. It was a very educational trip as you'll get explanations about what you see along the way. It's dark and wet and there's water dripping from the ceiling so bring a cap and good boots to avoid slipping. Don't wear a long skirt as it will get wet. A bit hard to take pictures though because of the lighting :/ But the ending and the way it was presented with the lighted walkway at the end was great!,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60302,"We enjoyed this cave.  It's about 1 km to the end where the largest lava  pillar is located and then another 1 km back,  although the walk was relatively flat (no inclines) it was very uneven and slippery in places.  Wear shoes with good traction.  The cave is in a beautiful setting with many public toilets around.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60303,I wanted to check what the hype was about. It did not disappoint. The place is huge and every few meters there is a guide which tells you what kind of lava formation is found there. I learned a lot about volcanoes. –,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60304,"Visited this place in the evening after 4pm and was told its free entry.   Good for a short 1hr visit, but nothing really spectacular.  Good experience if you have not seen lava caves, just wear good shoes and the track has lots of uneven ground, as seen in my pictures.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60305,"At KRW2000 this was well worth the money.  Don't forget to wear a jacket or a warm Cardy though, I forgot and found it very cold.  Lots of people do this it's very popular.  We tried the restaurant there which was good enough.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60306,"I was traveling solo via public transportation, I arrived there 30 mins early before it opened for public that day. For it's 1st month of Spring (April), most of natural attractions were free admission. Good thing it was free, though I appreciate it, it's not really astounding as I though (well, as per my perspective).From downtown of Jeju, take bus 701 (East Route). You can ask your hotel reception of the bus stop. It would be easier if you have private car (especially for group traveler). Alight at Manjanggul Entrance, walk about 25mins, you'll pass by Gimnyeong Maze Park (roughly 15mins walk from bus stop). Not for a person who's kinda frightened to walk alone in a road of unknown :) You can wait for bus 990 the only bus that passes through Manjanggul Cave yet it isn't frequent.Just follow your path way back, if you're lucky enough, a taxi would offer you a ride for a certain price roughly KW3,000. You can negotiate the cost. In my case, I negotiated for KW2,000 which I think is reasonable enough. Yet when I'm about to pay, I only have KW50,000, the driver doesn't have any loose change, so he asked only KW1,000, I still have none, instead he just took the last coins I have, KW700.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60307,"Located in the north eastern part of the island.  Took us an hour from hotel.  The cave temperature is 5-10C lower than outside, so suggest to bring a jacket and don't wear your Jimmy Choos.  Is wet and slippery with uneven grounds.  (Not suggest for elderly)The open part in 2017 is the 2nd section.  which is about 1km from start to end. First you walk down a steep stairs 3 floors down and you start walking. When you reach the large platform at the end and see the huge lava rocks, take photo and then you walk back .Spent about 2 hours there.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60308,We took a cab to the cave as we don't want to walk (think about 20 mins) if we are taking the bus. The cave is quite long and not so dark as there are small lights along the way. But it's good to bring a touch light. Quite cold inside the cave so better to wear a jacket. Walk till the end and walk the same way back to the entrance of the cave. Overall an interesting experience.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60309,"A veey dark and long walk with informative description on different formation of rocks created after cooling of the lava. Interesting and educational, no exit @ the end of the walk so would have to take the same route back.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60310,"1st visit in the cave tube. Really fascinated cold, dark, wet cave. The ground is uneven so walk with caution. It's good to walk in a group for safety.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60311,I went with a group of fellow Taekwondo practitioners. The cave is an amazing example of this type of geology. Need to be careful as floor a little uneven due to the natural rock formation but well worth a visit if your in the area. We all did a little Taekwondo practice whilst down there so it made the visit even more memorable.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60312,Entrance in Apr is FREE! My family had a pleasant time taking a bus 701 from Intercity Bus Terminal for 50mins and walked in 2km to Manjanggul cave.The cave was quiet and wasn't too crowded at the time we gone in. Just be prepared that it's rlly cold (around 5-10deg).,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60313,"As all caves are, the interior is dark. But there is lighting along the way that is sufficient to show the wall and ground.The ground is not even, but one just need to be careful and pay attention when walking. A touch will help (I carried one). Wear sports shoes for easy and safe walking.We walk for about 30 minutes to reach the end, with stops to read the explanation posted along the way.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60314,Really the Tubes are fascinating but a little redundant. Was a long walk in the dark for a six (6) year old BUT the park is well equipped w/ Toilets and a Local Resto & Taxi Cabs!!! Enjoy.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
60315,"I'm glad I went, as I've never seen a lava tube before. Great multilingual explanatory signs. Four dots instead of 5 because even on the pristine day that we went, the wet, uneven floor made it mildly perilous and only a small portion of the tube is open to tourists.",제주특별자치도 제주시 구좌읍 만장굴길 182,,
60316,Really enjoyed exploring this cave. Easy and convenient car parking. Great facilities. A must-see on your trip to Jeju.,제주특별자치도 제주시 구좌읍 만장굴길 182,,
